trajectory
-4.090739	0.986000	3.472097
-4.229759	1.037833	3.612347
-4.368549	1.089452	3.752265
-4.506757	1.140616	3.891418
-4.643876	1.191056	4.029244
-4.779299	1.240482	4.165101
-4.912291	1.288578	4.298236
-5.042050	1.335021	4.427851
-5.167680	1.379471	4.553063
-5.288253	1.421591	4.672975
-5.402778	1.461038	4.786638
-5.510271	1.497481	4.893119
-5.609719	1.530597	4.991466
-5.700145	1.560088	5.080772
-5.780582	1.585671	5.160146
-5.850138	1.607105	5.228775
-5.907971	1.624180	5.285904
-5.953365	1.636742	5.330903
-5.985708	1.644692	5.363251
-6.004550	1.647999	5.382590
-6.009598	1.646705	5.388713
-6.000740	1.640930	5.381597
-5.978044	1.630876	5.361399
-5.941757	1.616822	5.328450
-5.892304	1.599131	5.283257
-5.830234	1.578228	5.226453
-5.756234	1.554603	5.158804
-5.671066	1.528796	5.081153
-5.575518	1.501373	4.994367
-5.470428	1.472938	4.899364
-5.356645	1.444116	4.797067
-5.235054	1.415562	4.688438
-5.106550	1.387947	4.574437
-4.972059	1.361963	4.456052
-4.832513	1.338311	4.334263
-4.688874	1.317705	4.210071
-4.542100	1.300851	4.084454
-4.393178	1.288454	3.958401
-4.243074	1.281167	3.832856
-4.092773	1.279591	3.708753
-3.943192	1.284178	3.586930
-3.795224	1.295236	3.468163
-3.649654	1.312867	3.353095
-3.507198	1.336969	3.242268
-3.368442	1.367244	3.136075
-3.233877	1.403190	3.034797
-3.103853	1.444189	2.938579
-2.978612	1.489497	2.847466
-2.858283	1.538334	2.761404
-2.742914	1.589875	2.680274
-2.632477	1.643304	2.603894
-2.526893	1.697796	2.532044
-2.426032	1.752565	2.464471
-2.329742	1.806844	2.400905
-2.237843	1.859919	2.341068
-2.150121	1.911149	2.284665
-2.066351	1.959960	2.231404
-1.986280	2.005856	2.180983
-1.909647	2.048415	2.133111
-1.836177	2.087286	2.087495
-1.765600	2.122186	2.043857
-1.697639	2.152895	2.001924
-1.632027	2.179251	1.961441
-1.568505	2.201144	1.922166
-1.506833	2.218512	1.883876
-1.446779	2.231337	1.846361
-1.388134	2.239639	1.809434
-1.330698	2.243468	1.772915
-1.274290	2.242907	1.736640
-1.218738	2.238058	1.700454
-1.163891	2.229048	1.664215
